ranking,name,review_counts,url,phone,address,review_stars
,"            Crystal Palace
        ",5,https://www.yelp.ca/biz/crystal-palace-burnaby?search_key=44343,,"             4735 Willingdon Avenue Burnaby ,  BC   V5G 3G1 
        ",2.5
,"            Mr. Zhang Karoake & Restaurant
        ",10,https://www.yelp.ca/biz/mr-zhang-karoake-and-restaurant-burnaby?search_key=44343,"        (604) 324-8840
    ","             4500 Kingsway Unit 1605 Burnaby ,  BC   V5H 2A9 
        ",3.0
,"            Peking Restaurant
        ",7,https://www.yelp.ca/biz/peking-restaurant-burnaby?search_key=44343,"        (604) 291-8644
    ","             5939 Hastings Street Burnaby ,  BC   V5B 1R7 
        ",4.0
,"            Long Shun Yuan Restaurant
        ",2,https://www.yelp.ca/biz/long-shun-yuan-restaurant-vancouver?search_key=44343,"        (604) 569-0726
    ","             3309 Kingsway Vancouver ,  BC   V5R 5K6 
        ",3.5
,"            Sing Kee Restaurant
        ",6,https://www.yelp.ca/biz/sing-kee-restaurant-vancouver?search_key=44343,"        (604) 438-1010
    ","             3479 Kingsway Vancouver ,  BC   V5R 5L5 
        ",2.5
,"            Tai Fang Noodle
        ",1,https://www.yelp.ca/biz/tai-fang-noodle-burnaby?search_key=44343,"        (604) 451-3983
    ","             7426 Conway Avenue Burnaby ,  BC   V5E 2P8 
        ",4.0
,"            New Macaw’s Café
        ",1,https://www.yelp.ca/biz/new-macaws-caf%C3%A9-delta?search_key=44343,"        (604) 951-9339
    ","             8207 Swenson Way Delta ,  BC   V4G 1J5 
        ",4.0
,"            Ice Baby Bubble Tea
        ",2,https://www.yelp.ca/biz/ice-baby-bubble-tea-burnaby?search_key=40230,,"             4500 Kingsway Unit 1021 Burnaby ,  BC   V5H 2B1 
        ",2.5
,"            Sun Century Good Food
        ",3,https://www.yelp.ca/biz/sun-century-good-food-richmond?search_key=29947,"        (604) 278-0838
    ","             3700 #3 Road Richmond ,  BC   V6X 3X2 
        ",3.5
,"            Point Zero Four Fusion
        ",32,https://www.yelp.ca/biz/point-zero-four-fusion-richmond?search_key=29947,"        (604) 278-1213
    ","             8500 Alexandra Road Richmond ,  BC   V6X 1C3 
        ",2.5
,"            5 Tastes Chinese Bistro
        ",21,https://www.yelp.ca/biz/5-tastes-chinese-bistro-vancouver?search_key=40230,"        (604) 228-9353
    ","             2158 Western Parkway Vancouver ,  BC   V6T 1W6 
        ",2.0
,"            Wah Lun Chinese Restaurant
        ",26,https://www.yelp.ca/biz/wah-lun-chinese-restaurant-burnaby?search_key=40230,"        (604) 294-8059
    ","             4524 Hastings Street Burnaby ,  BC   V5C 2K4 
        ",2.5
,"            Wong’s Kitchen
        ",,https://www.yelp.ca/biz/wongs-kitchen-burnaby?search_key=40230,"        (604) 434-8822
    ","             5880 Marine Dr Burnaby ,  BC   V5J 3G8 
        ",
,"            Xiang Yuan Qiao Bridge Rice Noodle
        ",6,https://www.yelp.ca/biz/xiang-yuan-qiao-bridge-rice-noodle-burnaby?search_key=40230,"        (778) 317-5530
    ","             Crystal Mall Food Court 4500 Kingsway, Unit 2128 Burnaby ,  BC   V5H 
        ",2.5
,"            Zhou’s Black Duck
        ",,https://www.yelp.ca/biz/zhous-black-duck-vancouver?search_key=40230,"        (604) 876-0988
    ","             1629 Kingsway Vancouver ,  BC   V5N 2S2 
        ",
,"            Yang’s Chinese Noodle
        ",1,https://www.yelp.ca/biz/yangs-chinese-noodle-vancouver?search_key=40230,"        (604) 558-3048
    ","             3048 Kingsway Vancouver ,  BC   V5R 
        ",5.0
,"            Honolulu Cafe
        ",,https://www.yelp.ca/biz/honolulu-cafe-vancouver-3?search_key=40230,"        (604) 438-8632
    ","             3340 Kingsway Ste 240 Vancouver ,  BC   V5T 3J4 
        ",
,"            Tai Won Chinese Restaurant
        ",5,https://www.yelp.ca/biz/tai-won-chinese-restaurant-burnaby?search_key=40230,"        (604) 437-3399
    ","             4727 Kingsway Burnaby ,  BC   V5H 2C3 
        ",2.0
,"            Shanghai Garden
        ",,https://www.yelp.ca/biz/shanghai-garden-vancouver?search_key=40230,"        (604) 873-6123
    ","             3932 Fraser St Vancouver ,  BC   V5V 4E4 
        ",
,"            East Kitchen
        ",1,https://www.yelp.ca/biz/east-kitchen-richmond?search_key=18519,"        (778) 297-3928
    ","             1213-8300 Capstan Way Richmond ,  BC   V6X 4B5 
        ",3.0
,"            Guangdong Flavor Fast Food
        ",3,https://www.yelp.ca/biz/guangdong-flavor-fast-food-richmond?search_key=18519,"        (604) 278-4078
    ","             8260 Westminster Highway Richmond ,  BC   V6X 3Y2 
        ",4.0
,"            Lui’s Chinese Restaurant
        ",4,https://www.yelp.ca/biz/luis-chinese-restaurant-burnaby?search_key=47391,"        (604) 540-5551
    ","             7506 Edmonds Street Burnaby ,  BC   V3N 1B5 
        ",2.5
,"            Golden Ray Bakery
        ",3,https://www.yelp.ca/biz/golden-ray-bakery-vancouver?search_key=47391,,"             1386 Kingsway Vancouver ,  BC   V5V 
        ",2.5
,"            Lucky Star Szechuan Restaurant
        ",11,https://www.yelp.ca/biz/lucky-star-szechuan-restaurant-burnaby?search_key=47391,,"             5527 E Hastings Burnaby ,  BC   V5B 3P9 
        ",3.0
,"            Northern Meixi Fast Food
        ",4,https://www.yelp.ca/biz/northern-meixi-fast-food-burnaby?search_key=47391,"        (604) 438-2210
    ","             4500 Kingsway Burnaby ,  BC   V5H 2A9 
        ",3.0
,"            Guilin Rice Noodles
        ",2,https://www.yelp.ca/biz/guilin-rice-noodles-vancouver?search_key=47391,"        (778) 988-6631
    ","             Crystal Mall 4500 Kingsway, Unit 2136 Vancouver ,  BC   V5H 2B1 
        ",4.0
,"            Grand Peach Chinese Restaurant
        ",,https://www.yelp.ca/biz/grand-peach-chinese-restaurant-north-vancouver?search_key=18519,"        (604) 770-2772
    ","             1442 Lonsdale Avenue North Vancouver ,  BC   V7M 2J1 
        ",
,"            Bo Wah Fast Food
        ",3,https://www.yelp.ca/biz/bo-wah-fast-food-burnaby?search_key=47391,"        (604) 438-0202
    ","             4500 Kingsway Burnaby ,  BC   V5H 2A9 
        ",3.5
,"            Shaxian Delicacies
        ",3,https://www.yelp.ca/biz/shaxian-delicacies-burnaby?search_key=47391,"        (604) 363-4088
    ","             4500 Kingsway Burnaby ,  BC   V5H 2B1 
        ",3.5
,"            Chongqing Qinma Hotpot
        ",1,https://www.yelp.ca/biz/chongqing-qinma-hotpot-burnaby?search_key=47391,"        (778) 379-8877
    ","             4992 Newton St Burnaby ,  BC   V5H 2E3 
        ",2.0
,"            Flaming Wok
        ",15,https://www.yelp.ca/biz/flaming-wok-vancouver-2?search_key=47391,"        (604) 688-6533
    ","             701 W Georgia Street Vancouver ,  BC   V7Y 1H4 
        ",1.0
,"            First Choice
        ",8,https://www.yelp.ca/biz/first-choice-burnaby?search_key=15204,"        (604) 521-0800
    ","             7080 Kingsway Burnaby ,  BC   V5E 1E5 
        ",3.0
,"            Kingspark Good Food
        ",5,https://www.yelp.ca/biz/kingspark-good-food-burnaby?search_key=47391,"        (604) 438-3348
    ","             Crystal Mall 4500 Kingsway, Ste 2129 Burnaby ,  BC   V5H 
        ",3.5
,"            Lung Kee Congee & Noodles
        ",9,https://www.yelp.ca/biz/lung-kee-congee-and-noodles-richmond?search_key=15204,"        (604) 303-0911
    ","             3230-4151 Hazelbridge Way Richmond ,  BC   V6X 
        ",3.0
,"            Mekong Restaurant
        ",,https://www.yelp.ca/biz/mekong-restaurant-vancouver?search_key=66003,"        (604) 253-7088
    ","             1414 Commercial Drive Vancouver ,  BC   V5L 3X9 
        ",
,"            Shun Xin Restaurant
        ",6,https://www.yelp.ca/biz/shun-xin-restaurant-richmond?search_key=15204,"        (604) 278-2703
    ","             8111 Park Road Richmond ,  BC   V6Y 1S8 
        ",3.0
,"            Happy Mom’s Cafe
        ",9,https://www.yelp.ca/biz/happy-moms-cafe-new-westminster?search_key=66003,,"             821 12th Street New Westminster ,  BC   V3M 4K2 
        ",3.0
,"            Grand Shang Hai Chinese Foods
        ",,https://www.yelp.ca/biz/grand-shang-hai-chinese-foods-vancouver?search_key=66003,"        (604) 875-1535
    ","             922 Kingsway Vancouver ,  BC   V5V 3C4 
        ",
,"            Shanghai Restaurant
        ",,https://www.yelp.ca/biz/shanghai-restaurant-vancouver?search_key=66003,"        (604) 875-1535
    ","             922 Kingsway Vancouver ,  BC   V5V 3C4 
        ",
,"            JoJu Tofu Hot Pot And Bubble Tea
        ",2,https://www.yelp.ca/biz/joju-tofu-hot-pot-and-bubble-tea-burnaby?search_key=66003,,"             4544 Hastings Street Burnaby ,  BC   V5C 2K3 
        ",3.5
,"            Yan Yang Tian
        ",1,https://www.yelp.ca/biz/yan-yang-tian-vancouver?search_key=66003,,"             382 Robson Vancouver ,  BC   V6B 
        ",2.0
,"            Sunshine Cafe
        ",3,https://www.yelp.ca/biz/sunshine-cafe-burnaby?search_key=66003,"        (604) 438-6537
    ","             4500 Kingsway Suite 1003 Burnaby ,  BC   V5H 4V2 
        ",2.5
,"            Gah Lok Dim Sum
        ",2,https://www.yelp.ca/biz/gah-lok-dim-sum-vancouver-2?search_key=66003,"        (604) 873-2233
    ","             461 Powell Street Vancouver ,  BC   V6V 1G7 
        ",3.0
,"            Ming Kee Kitchen
        ",12,https://www.yelp.ca/biz/ming-kee-kitchen-burnaby?search_key=66003,"        (604) 525-6448
    ","             5095 Canada Way Burnaby ,  BC   V5E 3N1 
        ",2.5
,"            The Dynasty
        ",1,https://www.yelp.ca/biz/the-dynasty-burnaby?search_key=66003,"        (604) 430-4125
    ","             4505 Hazel Street Burnaby ,  BC   V5H 4T1 
        ",4.0
,"            Wu’s Wonton House
        ",5,https://www.yelp.ca/biz/wus-wonton-house-burnaby?search_key=65974,"        (604) 526-9500
    ","             7355 Edmonds Street Burnaby ,  BC   V3N 1A9 
        ",3.5
,"            Canton & Zhejiang Cuisine
        ",1,https://www.yelp.ca/biz/canton-and-zhejiang-cuisine-richmond?search_key=65974,"        (778) 297-3928
    ","             8338 Capstan Way Suite 1213 Richmond ,  BC   V6X 
        ",5.0
,"            Hing Fung Restaurant
        ",6,https://www.yelp.ca/biz/hing-fung-restaurant-richmond?search_key=65974,"        (604) 278-8898
    ","             8338 Capstan Way Unit 1226 Richmond ,  BC   V6X 1R3 
        ",3.0
,"            Meishan Restaurant
        ",8,https://www.yelp.ca/biz/meishan-restaurant-burnaby?search_key=65974,"        (604) 419-0822
    ","             4500 Kingsway Ste 1018 Burnaby ,  BC   V5H 
        ",2.5
,"            Copa Cafe
        ",28,https://www.yelp.ca/biz/copa-cafe-richmond?search_key=65974,"        (604) 276-8972
    ","             6200 River Road Suite 105 Richmond ,  BC   V7C 4N1 
        ",3.0
,"            Golden Rice Bowl
        ",8,https://www.yelp.ca/biz/golden-rice-bowl-richmond?search_key=65974,"        (604) 244-8082
    ","             3700 No 3 Rd Richmond ,  BC   V6X 3X2 
        ",2.5
,"            Amazing Wok
        ",2,https://www.yelp.ca/biz/amazing-wok-vancouver?search_key=18548,"        (604) 689-3865
    ","             555 Hastings St W Vancouver ,  BC   V6B 1M1 
        ",1.5
,"            Shang Noodle House
        ",27,https://www.yelp.ca/biz/shang-noodle-house-new-westminster?search_key=65974,,"             350 Gifford St New Westminster ,  BC   V3M 7A3 
        ",3.5
,"            Young Cafe
        ",2,https://www.yelp.ca/biz/young-cafe-new-westminster?search_key=18548,"        (604) 525-1238
    ","             609 12th Street New Westminster ,  BC   V3M 4J3 
        ",3.5
,"            Mi Mi’s Chinese Food
        ",,https://www.yelp.ca/biz/mi-mis-chinese-food-vancouver?search_key=18548,"        (604) 685-3817
    ","             630 Davie St Vancouver ,  BC   V6B 2G5 
        ",
,"            Woo Ying Vegetarian
        ",1,https://www.yelp.ca/biz/woo-ying-vegetarian-richmond?search_key=28498,,"             2160 - 8888 Odlin Crescent Richmond ,  BC   V6X 3Z8 
        ",4.0
,"            Ice Baby Bubble Tea
        ",2,https://www.yelp.ca/biz/ice-baby-bubble-tea-burnaby?search_key=28498,,"             4500 Kingsway Unit 1021 Burnaby ,  BC   V5H 2B1 
        ",2.5
,"            Spicy Stage Cafe
        ",1,https://www.yelp.ca/biz/spicy-stage-cafe-richmond?search_key=28498,"        (604) 270-8873
    ","             4731 Garden City Rd Richmond ,  BC   V6X 3M7 
        ",4.0
,"            Bushuair Restaurant
        ",3,https://www.yelp.ca/biz/bushuair-restaurant-richmond?search_key=28498,,"             4600 No 3 Rd Ste 121 Richmond ,  BC   V6X 2C3 
        ",2.5
,"            Kingspark Steak House
        ",22,https://www.yelp.ca/biz/kingspark-steak-house-richmond?search_key=28498,"        (604) 231-8798
    ","             8291 Westminster Hwy Ste 180 Richmond ,  BC   V6X 1A7 
        ",2.5
,"            Victory Seafood Restaurant
        ",51,https://www.yelp.ca/biz/victory-seafood-restaurant-burnaby?search_key=18548,"        (604) 456-0383
    ","             4500 Kingsway Suite 2216 Burnaby ,  BC   V5H 2A9 
        ",1.5
,"            Parker Good Food
        ",1,https://www.yelp.ca/biz/parker-good-food-richmond-2?search_key=28498,"        (604) 821-1897
    ","             Parker Place 4380 No 3 Road, Suite 1105 Richmond ,  BC   V6X 3V7 
        ",4.0
,"            Enjoy Cafe 1 Plus1
        ",17,https://www.yelp.ca/biz/enjoy-cafe-1-plus1-richmond?search_key=28498,"        (604) 231-0037
    ","             8171 Westminster Highway Ste 200 Richmond ,  BC   V6X 1A7 
        ",3.0
,"            Mr. Zhang Karoake & Restaurant
        ",10,https://www.yelp.ca/biz/mr-zhang-karoake-and-restaurant-burnaby?search_key=28498,"        (604) 324-8840
    ","             4500 Kingsway Unit 1605 Burnaby ,  BC   V5H 2A9 
        ",3.0
,"            Maindoa Chinese Food
        ",1,https://www.yelp.ca/biz/maindoa-chinese-food-richmond?search_key=28498,,"             Richmond Night Market 8351 River Road Richmond ,  BC   V6X 1Y4 
        ",3.0
,"            King’s Choice Chinese Takeout Chain
        ",,https://www.yelp.ca/biz/kings-choice-chinese-takeout-chain-burnaby?search_key=67558,"        (604) 438-8885
    ","             7715 Royal Oak Ave Burnaby ,  BC   V5J 4K2 
        ",
,"            I Spicy Szechuan Hot Pot
        ",1,https://www.yelp.ca/biz/i-spicy-szechuan-hot-pot-vancouver?search_key=67558,"        (604) 431-6283
    ","             3520 Kingsway Vancouver ,  BC   V5R 5L6 
        ",1.0
,"            Ying Kee Seafood Hot Pot Restaurant
        ",1,https://www.yelp.ca/biz/ying-kee-seafood-hot-pot-restaurant-richmond?search_key=69934,"        (604) 278-6926
    ","             8080 Leslie Rd Richmond ,  BC   V6X 1E4 
        ",4.0
,"            Szechuan House
        ",3,https://www.yelp.ca/biz/szechuan-house-richmond?search_key=69934,"        (604) 431-6283
    ","             4151 Hazelbridge Way Suite 3080 Richmond ,  BC   V6X 0A4 
        ",2.5
,"            Peaches
        ",3,https://www.yelp.ca/biz/peaches-richmond?search_key=69934,"        (604) 285-3311
    ","             8580 Alexandra Road Unit 1020 Richmond ,  BC   V6X 4B3 
        ",3.0
,"            China House Seafood
        ",13,https://www.yelp.ca/biz/china-house-seafood-richmond?search_key=69934,"        (604) 284-5511
    ","             8300 Capstan Way Unit 1008 Richmond ,  BC   V6X 4B7 
        ",2.0
,"            Joy G
        ",5,https://www.yelp.ca/biz/joy-g-richmond?search_key=69934,"        (778) 317-8666
    ","             8291-8511 Alexandra Road Richmond ,  BC   V6X 1C3 
        ",1.5
,"            Flo Tea Room 2
        ",17,https://www.yelp.ca/biz/flo-tea-room-2-richmond?search_key=69934,"        (604) 273-0838
    ","             7771 Westminster Hwy Richmond ,  BC   V6X 4J4 
        ",2.5
,"            Tai Won Chinese Restaurant
        ",5,https://www.yelp.ca/biz/tai-won-chinese-restaurant-burnaby?search_key=69934,"        (604) 437-3399
    ","             4727 Kingsway Burnaby ,  BC   V5H 2C3 
        ",2.0
,"            Dinesty Dumpling House
        ",1,https://www.yelp.ca/biz/dinesty-dumpling-house-richmond-3?search_key=69934,"        (604) 279-9927
    ","             3779 Sexsmith Road Suite 1168 Richmond ,  BC   V6X 1J8 
        ",3.0
,"            City Wok Restaurant
        ",,https://www.yelp.ca/biz/city-wok-restaurant-vancouver?search_key=67558,"        (604) 683-6278
    ","             530 Hornby St Vancouver ,  BC   V6C 2E7 
        ",
